,aq1_1,aq1_2,aq2_1,aq2_2,aq3_1,aq3_2,aq4_1,aq4_2,aq5_1,aq5_2,aq6_1,aq6_2,aq7_1,aq7_2,aq8_1,aq8_2,aq9_1,aq9_2,aq10_1,aq10_2,aq11_1,aq11_2,aq12_1,aq12_2,aq13_1,aq13_2,aq14_1,aq14_2,aq15_1,aq15_2,aq16_1,aq16_2,aq17_1,aq17_2,aq18_1,aq18_2,aq19_1,aq19_2,aq20_1,aq20_2,aq21_1,aq21_2,aq22_1,aq22_2,aq23_1,aq23_2,aq24_1,aq24_2,aq25_1,aq25_2,aq26_1,aq26_2,aq27_1,aq27_2,aq28_1,aq28_2,aq29_1,aq29_2,aq30_1,aq30_2,aq31_1,aq31_2,aq32_1,aq32_2,aq33_1,aq33_2,aq34_1,aq34_2,aq35_1,aq35_2,aq36_1,aq36_2,aq37_1,aq37_2,aq38_1,aq38_2,aq39_1,aq39_2,aq40_1,aq40_2,aq41_1,aq41_2,bq1,bq2,bq3,bq4,bq4_1a,bq4_1b,bq4_1c,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15_1,bq15_2,bq15_3,bq16,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq19,bq20,bq21,bq22,bq23,bq24_1,bq24_2,bq24_3,bq24_4,bq24_5,bq24_6,bq24_7,bq24_8,bq25,bq26,bq27,bq28,bq29,bq32,bq35,bq36,bq37,bq38,bq38_1,bq39_1,bq39_2,bq40,bq41,knowcode
5057,3,3,2,2,3,4,1,0,1,0,1,0,3,4,4,4,4,5,4,5,5,5,5,6,3,4,3,4,4,4,3,4,2,2,2,2,5,6,3,4,2,2,2,2,3,3,2,2,2,2,4,5,3,4,5,5,3,4,3,4,3,4,3,4,3,4,2,2,3,4,2,2,3,4,2,2,3,4,1,0,2,2,17,1,2,1,청능,없음,없음,2,0,6,5,3,4,3,4,4,3,3,3,4,3,3,4,4,3,4,3,4,3,3,3,2,3,4,3,3,3,2,3,4,20.0,1,1,1,2,1,2,1,1,4,3,4,3,3,없음,4,1,26,4,없음,1,1,1,2200,306902
5058,2,1,2,2,2,3,1,0,1,0,2,1,2,1,1,0,2,1,2,2,1,0,1,0,2,2,3,2,2,2,2,2,2,2,2,2,2,1,1,0,1,0,1,0,1,0,2,3,1,0,2,2,2,2,2,2,2,2,1,0,2,3,2,2,1,0,2,3,1,0,1,0,1,0,1,0,2,3,1,0,1,0,17,3,2,1,복지,없음,없음,2,0,7,5,5,5,3,5,4,4,5,4,5,5,5,4,4,2,3,3,4,3,3,3,2,3,2,2,2,4,3,4,3,15.0,2,2,1,2,2,1,1,2,4,4,4,4,3,없음,3,2,42,4,복지,1,1,1,2500,232901
5059,2,3,1,0,3,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,0,3,1,4,3,4,3,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,3,2,2,1,4,3,3,3,4,4,2,2,1,0,3,3,3,3,1,0,2,3,2,2,1,0,1,0,1,0,1,0,3,1,2,2,없음,없음,없음,2,0,1,1,1,1,1,2,2,3,2,2,5,4,4,2,3,2,2,2,2,5,4,4,2,3,3,2,2,3,3,3,2,20.0,2,2,2,2,2,2,2,2,4,3,4,4,2,없음,4,2,49,1,없음,1,1,1,1700,872201
5060,2,2,2,2,3,4,2,1,2,2,3,3,1,0,1,0,1,0,2,2,1,0,1,0,2,1,1,0,1,0,2,2,2,2,2,3,1,0,1,0,1,0,1,0,1,0,2,1,1,0,2,1,2,1,2,2,2,3,1,0,2,1,1,0,2,3,2,1,2,1,2,1,2,2,1,0,2,1,1,0,1,0,18,1,2,2,없음,없음,없음,2,0,7,2,3,3,3,4,3,2,3,3,3,3,3,3,2,3,3,2,3,2,4,3,4,4,3,4,4,3,1,3,1,0.0,2,2,2,2,2,2,2,2,3,3,3,2,1,영업직,2,2,51,2,인문,1,1,1,2800,420901
5061,3,4,3,4,3,4,5,6,4,5,3,3,2,2,2,2,2,2,3,3,1,0,2,1,1,0,1,0,2,2,5,7,4,5,4,5,1,0,3,4,4,5,4,5,1,0,1,0,3,3,1,0,1,0,3,4,3,4,2,2,2,1,2,1,1,0,1,0,1,0,1,0,1,0,2,3,1,0,1,0,4,5,19,4,1,2,없음,없음,없음,2,0,4,2,3,3,3,4,4,2,3,4,4,3,3,3,3,2,4,3,3,2,3,3,3,2,2,2,4,3,3,3,6,20.0,2,2,1,2,2,2,2,2,4,4,4,4,1,영업직,3,1,45,2,고졸,2,6,0,3000,812901
5062,4,4,4,4,4,4,4,5,4,5,1,0,4,5,4,5,4,5,4,4,5,5,4,4,3,4,4,6,4,5,4,5,3,5,3,5,3,4,3,4,3,4,2,3,4,5,2,3,2,2,4,5,4,5,4,5,1,0,1,0,2,3,3,4,4,5,4,4,1,0,1,0,2,2,2,3,2,2,1,0,3,4,18,3,2,1,없음,없음,없음,1,6,6,5,4,2,2,2,4,1,2,2,4,4,3,2,3,4,2,2,4,3,5,4,1,4,4,2,4,2,4,2,2,30.0,2,1,1,2,1,2,1,1,4,4,4,4,4,없음,5,1,30,4,전기,1,1,1,2800,416501
5063,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,3,3,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,4,5,4,6,2,2,2,2,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,18,4,1,2,없음,없음,없음,2,0,5,2,3,2,2,4,4,3,3,4,4,3,4,4,3,3,4,4,3,3,3,3,4,4,1,3,4,4,2,4,4,10.0,2,1,2,2,2,2,2,2,5,4,4,3,2,주부,4,2,42,4,철학,1,4,2,2700,414601
5064,4,5,1,0,5,6,1,0,1,0,1,0,4,6,4,5,3,5,5,6,4,5,1,0,5,6,3,4,3,4,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,3,4,3,4,4,5,1,0,1,0,2,2,4,5,3,4,1,0,3,4,4,5,3,4,3,4,3,4,3,4,2,2,1,0,3,4,3,1,5,2,없음,없음,없음,1,1,6,5,3,3,3,2,4,3,2,2,3,3,3,2,2,4,2,2,2,3,4,4,2,4,4,4,4,2,4,2,6,30.0,1,1,1,1,2,2,1,1,4,4,3,4,2,없음,4,1,48,4,경영,1,1,1,6000,26101
5065,2,4,4,4,4,4,4,4,3,5,3,5,3,4,2,2,3,2,3,3,3,2,3,3,3,5,3,4,3,2,3,4,4,5,3,4,1,0,3,3,3,4,4,4,4,5,4,5,4,5,3,6,3,4,4,5,3,6,4,5,3,5,3,2,3,4,3,3,4,4,3,5,2,5,4,6,3,3,4,4,3,4,9,1,1,1,조주,없음,없음,1,2,2,3,4,3,4,4,3,4,4,5,4,5,4,4,4,4,3,4,4,2,4,5,5,4,4,5,4,3,3,4,3,40.0,1,1,2,2,1,2,1,1,4,4,3,3,2,없음,3,2,29,3,산업,2,5,0,3600,531601
5066,3,4,3,5,3,3,1,0,2,2,3,3,2,2,3,4,2,2,4,5,3,4,3,3,3,3,4,5,3,4,3,4,2,2,1,0,2,2,1,0,1,0,1,0,1,0,3,4,2,2,1,0,2,2,3,3,3,4,4,5,3,4,4,5,1,0,1,0,1,0,1,0,1,0,2,2,2,2,4,4,3,3,19,4,1,1,피부,없음,없음,1,2,2,2,3,2,2,2,3,4,2,4,3,3,3,3,3,4,3,3,3,2,3,3,4,4,4,4,4,3,3,2,4,10.0,2,2,2,2,2,2,2,2,4,4,3,3,3,없음,3,2,35,3,없음,2,6,0,2700,511301
5067,1,0,2,3,2,3,3,3,1,0,2,3,1,0,1,0,2,3,1,0,1,0,2,3,3,3,1,0,2,3,3,4,3,4,2,3,1,0,3,2,2,3,1,0,1,0,1,0,1,0,3,3,2,2,3,3,2,2,2,3,2,2,2,2,3,2,3,3,2,1,2,1,1,0,1,0,2,2,1,0,3,4,3,1,2,2,없음,없음,없음,2,0,4,2,2,3,1,3,2,2,2,2,3,3,3,2,2,2,2,2,2,3,4,4,2,3,3,3,4,2,3,2,2,30.0,1,2,1,1,1,1,1,1,2,4,3,3,2,기능직,2,1,54,2,고졸,1,1,1,3000,863301
5068,1,0,1,0,1,0,4,5,2,3,3,6,1,0,3,4,1,0,1,0,2,2,2,3,1,0,1,0,1,0,3,6,3,6,3,5,1,0,3,6,1,0,3,6,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,6,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,2,없음,없음,없음,1,6,6,2,4,4,4,4,4,1,3,3,2,4,4,3,3,4,4,4,4,3,3,3,4,4,3,3,4,1,2,3,1,30.0,1,2,1,1,2,1,2,2,5,5,4,4,4,없음,3,1,66,2,없음,2,6,0,2500,882101
5069,1,0,2,1,2,2,3,4,2,1,3,3,4,5,1,0,1,0,2,2,1,0,1,0,1,0,2,2,2,3,2,3,2,2,2,1,2,2,1,0,1,0,1,0,1,0,2,2,2,2,3,4,3,2,3,5,4,5,4,5,3,4,3,5,2,3,3,4,2,2,2,2,2,3,2,3,2,3,1,0,1,0,18,1,1,2,없음,없음,없음,2,0,7,2,3,2,2,3,2,3,3,3,4,3,3,3,2,3,2,2,4,2,4,4,3,3,3,2,3,4,3,4,5,40.0,2,2,2,2,2,2,2,2,4,4,4,4,3,판매직,2,2,33,2,인문,1,1,1,2200,524001
5070,2,5,2,4,3,6,2,4,4,6,3,4,2,2,4,4,3,5,4,4,2,3,3,5,1,0,4,5,4,4,2,4,1,0,1,0,3,5,2,2,1,0,1,0,2,1,2,2,3,3,4,5,4,5,2,2,3,3,2,5,4,4,2,5,3,5,2,3,3,4,3,5,2,4,2,2,4,5,3,4,2,3,15,2,5,2,없음,없음,없음,1,3,6,5,4,3,2,3,4,2,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,4,3,3,3,4,3,2,4,20.0,2,2,2,2,2,2,1,2,4,4,3,4,2,없음,4,2,45,5,경영,1,1,1,5900,13101
5071,4,5,2,2,2,2,1,0,3,5,2,2,2,3,3,4,3,4,3,3,2,2,4,6,4,5,3,3,4,6,2,2,2,2,1,0,4,6,1,0,1,0,1,0,1,0,4,5,3,3,3,3,3,3,3,4,4,5,3,4,3,5,4,6,2,2,1,0,5,7,1,0,5,7,4,6,3,4,2,2,1,0,16,5,6,1,없음,없음,없음,1,6,6,6,5,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,2,2,2,2,2,1,3,1,0.0,2,2,2,2,2,2,2,2,5,5,4,4,2,강사,4,1,59,6,물리,1,1,1,7500,211101
5072,3,6,4,6,5,7,2,2,4,6,4,5,4,6,5,6,5,7,3,4,4,6,4,5,5,7,5,7,5,7,3,5,3,2,1,0,5,6,2,2,3,3,2,2,3,3,4,7,4,6,5,6,4,6,3,5,3,4,4,7,5,7,4,4,5,6,5,7,3,4,4,6,4,5,4,6,4,5,4,5,4,6,15,2,3,1,없음,없음,없음,1,3,2,5,5,4,3,4,4,4,4,4,4,4,4,4,4,2,3,3,3,4,4,4,3,3,4,3,3,4,3,3,4,20.0,2,2,1,1,2,2,2,2,4,3,3,3,3,없음,4,2,50,4,행정,1,1,1,7200,21001
5073,4,4,4,6,4,5,4,5,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,2,3,3,4,4,4,3,3,2,3,3,3,3,3,2,6,4,6,4,6,4,7,4,6,4,6,4,5,4,6,3,3,4,4,4,5,4,5,5,6,3,3,4,6,4,5,3,4,3,2,15,2,2,2,없음,없음,없음,1,5,7,3,4,4,5,4,4,4,1,1,4,5,5,3,3,2,3,3,4,3,1,3,3,2,2,2,2,2,3,2,3,50.0,2,1,1,2,1,2,2,2,4,4,4,4,2,없음,5,2,29,4,없음,1,1,1,2800,25201
5074,4,6,3,6,4,6,2,3,4,6,2,2,4,5,4,6,4,6,4,5,2,2,3,5,4,6,4,5,3,5,2,2,2,2,2,2,4,6,2,2,2,3,2,3,2,3,4,5,4,6,3,4,2,3,2,2,2,3,3,3,3,5,4,5,4,5,4,5,4,6,1,0,4,6,2,2,1,0,1,0,2,3,6,1,2,1,소음,없음,없음,1,4,6,5,5,5,5,4,4,2,3,3,4,4,3,5,4,1,4,4,3,3,3,3,2,3,1,2,3,4,2,3,6,10.0,2,2,2,2,2,2,2,2,4,4,4,4,2,없음,2,1,32,5,기계,1,1,1,3200,155305
5075,4,6,5,7,4,5,3,5,3,5,3,4,2,3,2,3,4,5,5,6,3,4,4,5,4,5,3,5,4,5,2,3,1,0,2,4,3,4,1,0,5,5,2,3,1,0,4,5,3,4,3,4,2,3,2,3,1,0,2,3,2,3,1,0,3,4,2,3,2,2,2,3,2,2,2,2,2,2,1,0,1,0,3,1,6,2,없음,없음,없음,2,0,3,5,4,5,4,3,3,4,3,4,4,4,4,4,4,2,3,2,2,2,3,2,1,1,2,2,2,4,3,3,2,20.0,2,2,2,2,2,2,2,2,4,4,4,4,3,없음,3,1,34,4,디자인,1,1,1,3900,415101
5076,4,4,5,7,4,6,1,0,1,0,2,2,5,7,3,5,3,4,3,5,5,7,4,6,4,4,5,7,5,6,2,1,2,2,1,0,4,7,1,0,1,0,1,0,1,0,3,2,4,7,4,5,2,2,2,3,3,4,4,5,1,0,2,1,2,3,3,4,4,3,2,1,4,6,3,4,2,3,1,0,1,0,18,1,5,2,없음,없음,없음,2,0,3,4,3,2,3,4,4,3,4,3,4,4,3,3,4,4,3,4,4,2,2,3,1,2,2,3,2,4,2,3,4,40.0,1,1,1,2,1,2,1,2,2,2,3,4,2,없음,3,1,34,3,없음,1,1,1,5200,411105
5077,5,6,4,5,4,4,4,5,3,3,2,2,2,2,3,3,2,2,3,5,4,5,4,5,4,5,4,5,3,4,5,6,1,0,1,0,4,5,1,0,1,0,1,0,1,0,1,0,3,4,4,5,4,5,3,4,4,5,3,4,4,5,4,5,3,4,4,5,4,4,4,5,4,4,4,5,4,5,5,6,5,6,3,1,3,2,없음,없음,없음,2,0,6,3,4,4,4,4,4,3,3,4,4,4,4,2,3,2,4,3,3,4,2,3,3,4,3,3,3,2,3,3,5,5.0,1,1,1,1,1,2,2,2,4,3,4,4,3,없음,3,2,57,3,교육,1,1,1,6000,12201
5078,3,5,3,5,3,5,4,6,4,6,3,5,4,6,4,6,4,6,4,5,4,6,4,6,4,6,4,6,5,7,3,4,3,4,3,4,4,6,4,6,3,4,3,4,4,4,5,7,4,6,4,6,5,6,4,6,4,6,3,4,4,6,3,4,4,5,4,6,4,6,4,6,3,4,4,6,4,6,4,6,5,7,13,1,5,2,없음,없음,없음,1,5,6,4,4,3,3,4,4,4,3,3,3,4,4,4,3,3,3,3,3,3,3,2,2,2,4,3,3,3,3,2,4,30.0,2,1,1,1,1,1,1,1,4,5,3,4,1,없음,3,1,42,3,행정,1,1,1,6000,26301
5079,3,4,2,2,2,3,1,0,1,0,1,0,2,2,4,5,4,6,4,5,3,4,4,6,4,6,4,6,4,6,5,7,1,0,2,2,5,7,1,0,1,0,2,3,1,0,5,7,5,6,3,4,3,4,5,7,5,6,5,6,3,4,4,5,3,4,3,4,5,7,3,4,4,5,4,6,2,2,1,0,1,0,18,1,2,2,없음,없음,없음,2,0,3,4,4,3,3,4,4,4,4,4,4,4,4,4,3,2,4,4,4,2,3,3,4,4,4,2,3,4,3,2,2,50.0,2,1,1,2,2,2,2,2,4,4,4,4,2,없음,4,1,50,4,체육,2,5,0,8000,9999999
5080,5,5,4,6,4,5,4,5,4,5,3,4,3,4,5,5,5,5,5,5,3,4,5,5,5,5,2,2,3,4,2,2,2,2,5,6,5,6,3,4,4,5,4,5,4,5,4,5,4,5,3,4,3,4,2,2,2,2,2,2,2,2,2,2,3,4,4,4,2,2,4,3,3,4,3,4,2,2,2,2,2,2,3,1,5,1,없음,없음,없음,1,5,5,5,3,3,3,4,4,2,2,3,2,3,3,3,4,2,3,3,4,3,4,4,2,3,3,3,3,4,3,4,4,20.0,1,1,1,2,2,2,1,1,4,4,4,4,2,없음,2,1,34,4,자동차,1,1,1,4600,151107
5081,3,3,3,5,3,4,3,5,3,4,2,4,3,4,3,4,2,4,3,5,3,4,3,5,3,4,3,4,3,4,3,5,3,5,3,5,4,5,3,3,3,2,3,2,4,2,4,3,3,4,4,5,4,5,3,5,3,5,3,4,3,5,3,4,3,4,3,4,3,3,4,5,3,4,4,5,3,5,4,6,4,6,13,2,6,1,지적,없음,없음,1,1,5,5,4,4,3,4,4,4,4,3,4,4,4,4,4,3,3,4,3,3,3,2,2,2,2,2,3,2,3,3,6,65.0,2,1,1,2,2,1,2,2,3,3,3,4,3,없음,4,2,50,4,토목,1,1,1,8000,140601
5082,4,5,2,2,2,2,1,0,1,0,3,5,1,0,4,5,3,4,4,5,1,0,1,0,3,4,3,4,3,4,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,3,4,3,4,3,4,1,0,4,5,1,0,3,4,3,4,3,4,3,4,1,0,1,0,4,5,2,2,1,0,2,3,4,5,4,4,19,1,1,2,없음,없음,없음,2,0,7,2,2,2,2,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,2,3,5,20.0,2,2,2,2,2,2,2,2,2,4,2,4,1,없음,3,2,41,2,인문,1,1,1,2500,512101
5083,4,5,4,6,4,6,2,2,4,5,3,4,3,4,3,4,4,5,4,5,4,5,5,6,4,6,5,6,5,6,3,4,3,4,3,3,4,4,2,3,3,4,3,4,3,4,4,5,5,6,4,4,4,5,4,6,4,5,4,5,4,5,4,5,4,6,5,6,2,3,3,4,4,5,4,5,2,2,2,2,4,5,18,1,1,2,없음,없음,없음,1,3,6,2,3,3,3,4,4,3,3,3,3,3,3,3,3,2,3,3,2,3,3,2,2,2,2,2,2,3,3,3,6,5.0,2,2,2,2,2,2,2,2,3,4,4,4,3,회사원,2,1,48,4,없음,1,3,2,2800,416102
5084,2,3,3,4,3,4,2,3,3,4,3,4,2,3,2,3,2,3,2,3,3,4,3,5,2,2,2,2,2,2,2,2,2,2,1,0,3,5,1,0,2,2,1,0,1,0,2,3,2,3,2,2,2,2,2,3,2,2,2,2,3,4,1,0,3,3,3,3,1,0,2,2,2,2,2,2,2,3,1,0,1,0,3,1,2,2,없음,없음,없음,1,3,5,4,3,3,3,4,4,3,3,3,3,3,3,3,3,2,3,3,4,2,2,2,2,3,2,3,3,4,2,4,4,10.0,1,1,1,1,2,2,2,2,4,4,4,4,3,없음,2,2,25,4,디자인,1,1,1,2400,415404
5085,2,3,3,4,1,0,1,0,1,0,4,6,1,0,1,0,1,0,2,3,2,3,3,4,4,6,4,6,5,7,5,7,3,4,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,2,없음,없음,없음,1,2,2,2,3,1,1,2,2,2,3,2,3,3,3,2,2,2,3,3,2,4,2,3,2,3,3,3,2,2,3,1,2,50.0,1,2,2,1,2,2,2,2,2,3,2,3,1,주부,2,2,68,1,없음,2,6,0,3050,871201
5086,3,3,3,3,2,2,1,0,3,3,2,3,3,3,4,6,4,6,2,3,2,3,2,3,2,3,2,3,2,3,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,2,2,3,3,5,6,2,2,3,3,3,3,3,3,1,0,1,0,4,5,4,5,2,2,4,5,2,2,2,2,1,0,1,0,1,0,8,2,3,2,없음,없음,없음,2,0,3,2,4,4,5,4,4,5,4,5,5,5,5,4,4,2,4,4,4,4,2,1,2,2,2,2,2,2,3,2,4,10.0,2,2,2,2,2,2,2,2,4,4,4,4,2,없음,4,1,54,2,인문,1,1,1,6500,28202
5087,4,6,4,6,4,6,2,3,2,3,4,6,4,6,4,6,4,6,5,6,5,6,4,6,4,5,4,5,3,5,2,2,3,3,2,3,3,5,4,5,4,5,2,2,2,2,4,5,5,6,4,6,4,5,4,6,5,6,4,6,4,5,4,6,4,6,5,6,4,5,4,5,4,5,3,4,2,3,2,3,3,4,17,1,2,1,의학,의학,없음,1,6,6,6,4,4,5,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,3,3,4,3,3,2,3,2,3,2,2,30.0,1,1,1,2,2,2,2,2,4,4,4,4,2,없음,3,1,45,6,의학,1,1,1,15000,301102
5088,4,2,4,2,4,2,1,0,4,2,4,2,4,2,3,2,3,2,4,2,4,2,4,2,5,2,4,1,4,2,4,2,1,0,1,0,4,2,1,0,1,0,1,0,1,0,4,2,3,2,4,3,4,2,4,4,4,3,4,4,4,3,4,2,4,2,4,2,4,2,4,2,4,2,4,2,2,2,2,1,3,2,13,1,2,1,컴퓨터,없음,없음,2,0,7,5,4,3,3,2,4,2,3,3,4,4,4,4,3,2,3,3,2,2,3,2,3,3,2,2,4,2,3,2,4,15.0,1,2,2,2,2,2,2,2,2,3,2,3,3,없음,3,1,33,4,컴퓨터,1,1,1,3300,132002
5089,4,3,4,6,4,6,1,0,5,6,4,5,3,4,4,5,4,6,4,5,3,4,4,6,3,4,3,3,4,5,1,0,2,3,3,5,2,5,1,0,2,4,1,0,1,0,3,5,4,5,4,4,3,4,3,4,1,0,2,3,4,4,1,0,2,3,3,3,2,3,2,2,2,2,2,3,3,4,1,0,2,4,3,1,5,2,없음,없음,없음,1,3,4,6,4,4,4,4,4,3,4,4,4,4,4,3,3,2,3,3,4,3,3,2,2,2,3,2,3,3,2,3,5,35.0,2,2,2,2,2,2,2,2,4,4,3,4,3,없음,4,1,31,5,화학,1,1,1,5000,154101
5090,5,6,3,4,4,5,1,0,2,2,3,4,3,3,3,4,3,4,1,0,1,0,3,4,3,4,2,2,2,2,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,3,5,2,3,3,4,3,4,3,4,3,4,2,2,2,2,3,4,3,4,3,4,3,4,3,4,2,3,1,0,3,4,2,2,2,3,18,1,2,2,없음,없음,없음,1,2,3,2,4,4,2,3,3,3,3,4,3,3,3,2,3,2,3,3,4,2,3,3,4,3,4,3,3,3,3,2,4,50.0,2,1,1,2,2,2,2,2,3,3,3,4,4,없음,4,1,27,4,없음,1,1,1,2500,414303
5091,3,4,4,5,3,5,1,0,3,4,4,5,3,4,4,5,4,5,4,5,3,4,3,4,5,5,4,5,3,4,3,3,2,3,2,3,5,6,4,5,3,5,3,4,4,5,3,4,4,5,3,3,3,5,4,5,1,0,1,0,3,3,2,3,3,4,2,3,3,3,2,2,3,4,2,4,3,4,1,0,2,4,18,1,2,1,정보처리,없음,없음,1,3,4,2,3,4,3,4,4,3,4,3,3,3,4,4,3,2,3,4,4,2,4,3,3,3,3,4,4,4,3,4,4,30.0,1,1,1,1,1,2,1,1,4,4,4,4,2,없음,2,1,32,4,없음,1,2,2,2800,133204
5092,3,4,4,5,3,4,3,4,4,5,3,4,3,4,4,5,4,5,4,5,2,2,3,4,3,4,4,5,3,4,3,4,2,3,4,4,2,2,3,4,4,5,3,4,4,5,4,5,3,4,3,4,3,4,4,5,3,4,3,4,3,4,4,5,4,5,3,4,3,4,3,4,4,5,3,4,4,6,3,4,3,4,3,1,4,1,없음,없음,없음,2,0,3,2,4,4,3,4,4,3,3,3,3,3,3,2,2,2,4,4,2,2,4,4,4,4,2,2,4,3,3,2,2,40.0,1,1,1,1,1,1,1,1,3,4,3,4,3,없음,3,1,45,2,기계,1,1,1,3500,813201
5093,4,5,4,5,4,5,3,4,2,2,3,3,4,5,4,5,4,5,3,4,4,5,4,5,4,5,4,5,5,5,3,4,2,1,1,0,4,5,4,4,3,3,3,3,2,2,4,4,4,5,3,3,3,3,4,5,3,4,3,3,3,3,2,2,4,4,3,3,4,4,4,5,4,5,3,3,4,5,3,4,4,5,3,1,4,2,없음,없음,없음,2,0,5,5,4,4,3,4,4,2,3,4,3,4,3,4,3,3,3,3,2,2,4,3,2,2,3,2,4,2,3,2,3,20.0,1,2,2,2,2,1,2,2,4,4,3,4,2,없음,3,1,38,4,신소재,1,1,1,4800,152101
5094,5,3,4,5,5,5,5,5,5,4,3,3,3,2,5,2,3,4,4,4,3,3,5,7,3,5,4,5,4,4,5,6,3,3,4,4,3,3,2,3,3,3,5,7,5,3,5,6,5,3,3,3,3,4,5,4,2,3,2,3,4,4,2,2,4,4,5,6,5,4,3,4,5,4,3,4,3,2,5,2,3,3,13,1,3,1,방사선,없음,없음,1,2,5,3,4,3,2,4,4,4,3,3,3,3,3,4,4,2,4,3,4,3,3,2,1,3,2,3,3,4,3,4,6,50.0,2,2,1,2,1,2,2,2,4,4,4,2,3,없음,2,1,34,4,전자,1,1,1,3000,158501
5095,4,5,3,5,4,5,4,5,4,6,4,6,5,6,5,6,5,6,4,6,3,5,5,6,3,4,2,3,4,5,2,3,1,0,1,0,3,4,1,0,3,4,2,2,2,2,4,6,5,6,4,5,4,5,4,5,1,0,1,0,3,4,1,0,4,5,4,5,4,5,4,5,4,5,3,4,4,5,4,5,4,5,13,1,4,1,감정평가,없음,없음,1,5,5,5,4,5,4,4,4,3,4,3,4,3,4,3,4,2,3,3,4,3,3,4,3,3,4,3,3,2,3,2,2,15.0,2,1,1,2,2,2,2,2,4,2,3,4,3,없음,3,2,43,4,경제,1,1,1,6200,23401
5096,2,3,2,4,3,5,2,3,2,3,3,3,3,3,2,3,3,4,3,3,3,3,3,4,2,3,3,3,3,4,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,3,3,3,3,2,2,2,3,2,3,3,3,3,5,3,4,1,0,2,4,3,4,1,0,3,3,2,2,2,2,2,3,2,2,2,2,13,1,2,1,없음,없음,없음,2,0,4,4,4,3,3,2,3,3,3,4,3,4,3,3,4,2,3,2,3,3,2,3,2,3,3,4,3,2,3,2,3,25.0,1,2,1,2,2,2,2,2,2,2,2,3,1,없음,5,2,26,2,인문,1,1,1,2800,29902
5097,2,2,1,0,2,2,2,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,2,3,4,3,4,3,3,1,0,3,4,1,0,2,4,2,3,1,0,1,0,3,3,1,0,1,0,2,3,1,0,2,2,1,0,2,2,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,8,1,4,1,없음,없음,없음,2,0,2,1,1,2,1,2,3,2,3,3,2,3,3,2,1,3,3,3,2,3,3,3,1,3,2,4,4,3,2,3,6,5.0,2,2,2,2,2,2,2,2,3,4,3,2,1,일용직,1,1,60,1,없음,1,3,2,3200,624301
5098,4,5,4,4,4,5,3,4,3,4,4,5,3,1,3,1,3,2,4,1,3,4,3,4,1,0,3,1,3,1,3,4,3,4,3,4,3,1,3,4,3,4,3,4,3,4,3,3,3,4,1,0,3,4,3,4,3,2,3,3,3,3,3,1,3,1,3,2,3,2,3,3,3,2,3,1,3,3,3,4,3,4,10,1,4,2,없음,없음,없음,1,2,5,2,4,2,2,4,3,3,3,3,4,4,3,4,4,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,10.0,1,1,1,1,1,1,2,2,3,3,3,2,3,없음,3,2,30,4,전자,1,1,1,2800,133203
